发布日期,岗位名称,薪酬low,薪酬high,几薪,工作城市,城市2,城市3,地区,学历,工作年限,公司名称,公司行业,其他方面,链接
2019年12月19日,招聘主题数据分析师,20,35,13,广州,,,,统招本科,5年以上,某上市集团,银行，计算机软件，服务系统集成,,https://www.liepin.com/a/14598581.shtml
2019年12月19日,招聘大数据分析,10,15,12,西安,,,,大专及以上,经验不限,计算机软件,计算机软件,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1913690921.shtml
2019年12月19日,招聘数据分析师,8,12,12,西安,,,,统招本科,3年以上,计算机软件,计算机软件,五险一金|绩效奖金|午餐补助|通讯津贴|带薪年假|年度旅游|节日礼物,https://www.liepin.com/job/1917893901.shtml
2019年12月19日,招聘大数据分析工程师,9,15,12,西安,,,,本科及以上,3年以上,计算机软件,计算机软件,五险一金|绩效奖金|午餐补助|通讯津贴|带薪年假|年度旅游|节日礼物,https://www.liepin.com/job/1917594027.shtml
2019年12月19日,招聘英语数据分析,12,22,12,,,,,本科及以上,1年以上,火币集团,未融资,股票期权|交通补助|通讯津贴|全勤奖,https://www.liepin.com/job/1925349199.shtml
2019年12月19日,招聘BI数据分析经理,30,40,15,上海,,,,统招本科,5年以上,上市知名旅行网站,互联网移动互联网电子商务，计算机软件，旅游酒店餐饮服务生活服务,,https://www.liepin.com/a/16433501.shtml
2019年12月19日,招聘数据分析经理/高级经理,面议,,,,,,,本科及以上,5年以上,交通/物流/运输,交通物流运输,绩效奖金|带薪年假|午餐补助|免费班车|五险一金|500强|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1920241923.shtml
2019年12月19日,招聘数据分析师（兼风险控制）,面议,,,,,,,大专及以上,5年以上,交通/物流/运输,交通物流运输,绩效奖金|带薪年假|午餐补助|免费班车|五险一金|500强|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1921022729.shtml
2019年12月19日,招聘数据分析师,面议,,,,,,,本科及以上,3年以上,交通/物流/运输,交通物流运输,绩效奖金|带薪年假|午餐补助|免费班车|五险一金|500强|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1923049615.shtml
2019年12月19日,招聘游戏运营数据分析,15,20,14,上海,,,,本科及以上,2年以上,游戏产业,游戏产业,午餐补助|弹性工作|节日礼物|扁平管理|团队聚餐|上市公司|休闲餐点|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1923650125.shtml
2019年12月19日,招聘BI数据分析师,10,15,13,深圳,,,,统招本科,经验不限,风变科技(深圳)有限公司,轮,带薪年假|定期体检|弹性工作|扁平管理|管理规范|岗位晋升|五险一金|团队聚餐|领导好|发展空间大,https://www.liepin.com/job/1924696951.shtml
2019年12月19日,招聘教育数据分析师,10,20,13,深圳,,,,硕士及以上,经验不限,风变科技(深圳)有限公司,轮,带薪年假|定期体检|弹性工作|扁平管理|管理规范|岗位晋升|五险一金|团队聚餐|领导好|发展空间大,https://www.liepin.com/job/1924680405.shtml
2019年12月19日,招聘数据分析岗,15,25,12,,,,,大专及以上,5年以上,京东商城,互联网电商,绩效奖金|带薪年假|午餐补助|免费班车|五险一金|上市公司|发展空间大,https://www.liepin.com/job/1922892461.shtml
2019年12月19日,招聘数据分析,20,40,16,,,,,学历不限,1年以上,知名大型互联网企业,互联网移动互联网电子商务，计算机软件，服务系统集成,,https://www.liepin.com/a/18241235.shtml
2019年12月19日,招聘电商运营专员（数据分析）,6,8,12,长沙,,,岳麓区,大专及以上,经验不限,北京科莱特信息技术有限公司长沙分公司,教育培训,年底双薪|带薪年假|交通补助|五险一金|发展空间大,https://www.liepin.com/job/1925282509.shtml
2019年12月19日,招聘物流数据分析师（助理）,6,8,12,长沙,,,岳麓区,大专及以上,经验不限,北京科莱特信息技术有限公司长沙分公司,教育培训,年底双薪|带薪年假|交通补助|五险一金|发展空间大,https://www.liepin.com/job/1925282425.shtml
2019年12月19日,招聘数据分析专员,4,5,12,长沙,,,,大专及以上,3年以上,家具/家电,家具家电,带薪年假|年度旅游|岗位晋升|五险一金|领导好|发展空间大,https://www.liepin.com/job/1924785077.shtml
2019年12月19日,招聘数据分析师,6,10,12,广东,,,,硕士及以上,1年以上,广州艾力彼管理顾问有限公司,专业服务,绩效奖金|带薪年假|年度旅游|五险一金|团队聚餐|生育补贴|休闲餐点|发展空间大|技能培训,https://www.liepin.com/job/1924473933.shtml
2019年12月19日,招聘数据分析师,18,35,15,北京,,,,统招本科,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/17099955.shtml
2019年12月19日,招聘Data Scientist/Data Analyst/数据分析,30,40,14,,,,,硕士及以上,3年以上,医疗设备/器械,医疗设备器械,,https://www.liepin.com/a/18241133.shtml
2019年12月19日,招聘高级数据分析师,8,14,12,,,,,本科及以上,2年以上,明略科技集团,轮,绩效奖金|午餐补助|定期体检|弹性工作|节日礼物|岗位晋升|五险一金|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1924820195.shtml
2019年12月19日,招聘数据分析师,10,20,12,佛山,,,顺德区,统招本科,3年以上,美的集团互联网品牌公司,互联网电商,股票期权|绩效奖金|带薪年假|定期体检|年度旅游|免费班车|团队聚餐|500强|发展空间大,https://www.liepin.com/job/1915858369.shtml
2019年12月19日,招聘高级数据分析师,15,30,12,,,,,本科及以上,4年以上,计算机软件,计算机软件,节日礼物|年度旅游|定期体检|五险一金|通讯津贴|午餐补助,https://www.liepin.com/job/1916253867.shtml
2019年12月19日,招聘01数据分析专员,8,12,12,深圳,,,,本科及以上,1年以上,百丽新零售,互联网电商,绩效奖金|带薪年假|年底双薪|定期体检|弹性工作|年度旅游|节日礼物|领导好|团队聚餐|公司规模大,https://www.liepin.com/job/1923047833.shtml
2019年12月19日,招聘数据分析工程师,8,15,13,广州,,,天河区,本科及以上,2年以上,广东蔚海数问大数据科技有限公司,未融资,绩效奖金|带薪年假|午餐补助|节日礼物|岗位晋升|五险一金|团队聚餐,https://www.liepin.com/job/1923135935.shtml
2019年12月19日,招聘数据分析师,25,35,13,,,,,统招本科,3年以上,国内知名游戏公司,游戏产业，互联网+,,https://www.liepin.com/a/17834921.shtml
2019年12月19日,招聘数据分析师,25,35,13,,,,,学历不限,3年以上,国内知名游戏公司,游戏产业，互联网+,,https://www.liepin.com/a/17798427.shtml
2019年12月19日,招聘数据分析师,5,8,12,重庆,,,,本科及以上,1年以上,远见信息产业集团,其他,年底双薪|绩效奖金|带薪年假|交通补助|通讯津贴|午餐补助|定期体检|节日礼物|五险一金|岗位晋升,https://www.liepin.com/job/1920876345.shtml
2019年12月19日,招聘产品和经营数据分析师（用户增长方向）,20,30,12,,,,,本科及以上,3年以上,未来(北京)黑科技有限公司,计算机网络设备,五险一金|年底双薪|交通补助|带薪年假|弹性工作,https://www.liepin.com/job/1920082765.shtml
2019年12月19日,招聘数据分析师,15,20,13,上海,,,黄浦区,学历不限,3年以上,互联网/移动互联网/电子商务,互联网移动互联网电子商务,,https://www.liepin.com/a/18240697.shtml
2019年12月19日,招聘电商数据分析,10,15,12,上海,,,,本科及以上,1年以上,计算机软件,计算机软件,年底双薪|午餐补助|定期体检|技能培训|岗位晋升|五险一金|上市公司|休闲餐点|领导好|发展空间大,https://www.liepin.com/job/1915878867.shtml
2019年12月19日,招聘会计（数据分析方向）-合肥,5,8,12,合肥,,,,本科及以上,2年以上,新东方教育科技集团有限公司,教育培训,绩效奖金|带薪年假|午餐补助|定期体检|年度旅游|节日礼物|五险一金|生育补贴|上市公司|子女福利,https://www.liepin.com/job/1921754307.shtml
2019年12月19日,招聘运营助理（数据分析方向）,4,6,12,大连,,,,大专及以上,5年以上,大连水一方商贸有限公司,批发零售,绩效奖金|节日礼物|扁平管理|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1921882221.shtml
2019年12月19日,招聘市场专员-facebook广告数据分析师,10,20,12,成都,,,,统招本科,经验不限,成都创人所爱科技股份有限公司,其他,五险一金|技能培训|弹性工作|定期体检|发展空间大|团队聚餐,https://www.liepin.com/job/1924216251.shtml
2019年12月19日,招聘财务数据分析师,10,20,12,杭州,,,,本科及以上,3年以上,顺联网络,未融资,领导好|五险一金|岗位晋升|股票期权|绩效奖金|带薪年假|节日礼物|年度旅游,https://www.liepin.com/job/1919787989.shtml
2019年12月19日,招聘数据分析师,8,10,12,重庆,,,渝中区,本科及以上,2年以上,重庆鸿巨科技,未融资,领导好|技能培训|岗位晋升|发展空间大,https://www.liepin.com/job/1924204743.shtml
2019年12月19日,招聘数据分析经理/高级经理（总部美鲜送）,12,25,12,,,,,本科及以上,3年以上,美菜,轮,弹性工作|管理规范|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1918809145.shtml
2019年12月19日,招聘数据分析经理/高经,10,20,12,北京,,,,本科及以上,5年以上,美菜,轮,弹性工作|管理规范|技能培训|岗位晋升|五险一金,https://www.liepin.com/job/1915825785.shtml
2019年12月19日,招聘高级数据分析师(J10977),15,25,15,武汉,,,,统招本科,5年以上,斗鱼网络,上市,午餐补助|节日礼物|扁平管理|岗位晋升|五险一金|上市公司|发展空间大|公司规模大,https://www.liepin.com/job/1924143449.shtml
2019年12月19日,招聘数据分析师,10,20,14,上海,,,徐汇区,统招本科,1年以上,深圳虾皮信息科技有限公司,其他,年底双薪|通讯津贴|节日礼物|技能培训|岗位晋升|五险一金|休闲餐点|领导好|发展空间大|公司规模大,https://www.liepin.com/job/1917421421.shtml
2019年12月19日,招聘高级数据分析师（偏业务）,13,25,14,上海,,,徐汇区,统招本科,2年以上,深圳虾皮信息科技有限公司,其他,带薪年假|定期体检|弹性工作|扁平管理|发展空间大,https://www.liepin.com/job/1915923947.shtml
2019年12月19日,招聘金融数据分析师,8,16,12,,,,,统招本科,1年以上,瑞天欣实,轮,年底双薪|带薪年假|交通补助|午餐补助|定期体检|弹性工作|领导好|扁平管理|五险一金|岗位晋升,https://www.liepin.com/job/1925359651.shtml
2019年12月19日,招聘数据分析师,15,30,12,,,,,本科及以上,4年以上,美菜,轮,五险一金|节日礼物|团队聚餐,https://www.liepin.com/job/1920114641.shtml
2019年12月19日,招聘战略项目部数据分析师,面议,,,,,,,大专及以上,1年以上,新闻和出版业,新闻和出版业,定期体检|带薪年假|岗位晋升|五险一金|午餐补助,https://www.liepin.com/job/1914516309.shtml
2019年12月19日,招聘数据分析主管/经理,10,25,12,广州,,,,统招本科,3年以上,蓝月亮,快消品,绩效奖金|带薪年假|定期体检|管理规范|五险一金|团队聚餐|发展空间大|公司规模大|公司提供专车,https://www.liepin.com/job/1925038845.shtml
2019年12月19日,招聘数据分析师（广告流量方向）,12,18,13,北京,,,,统招本科,3年以上,北京数字联盟网络科技有限公司,轮,年底双薪|定期体检|交通补助|扁平管理|弹性工作|带薪年假|领导好|岗位晋升|技能培训|管理规范,https://www.liepin.com/job/1925079367.shtml
2019年12月19日,招聘数据分析师,12,18,13,北京,,,,本科及以上,2年以上,北京数字联盟网络科技有限公司,轮,年底双薪|定期体检|交通补助|扁平管理|弹性工作|带薪年假|领导好|岗位晋升|技能培训|管理规范,https://www.liepin.com/job/1924702565.shtml
2019年12月19日,招聘数据分析,6,10,15,杭州,,,江干区,统招本科,2年以上,华润置地华东大区,房地产建筑,上市公司|500强|发展空间大|公司规模大,https://www.liepin.com/job/1919427059.shtml
2019年12月19日,招聘数据分析专员,4,6,12,上海,,,徐家汇,本科及以上,1年以上,丽芙家居,互联网电商,年底双薪|五险一金|交通补助|午餐补助,https://www.liepin.com/job/197619934.shtml
2019年12月19日,招聘数据分析师,10,15,12,福州,,,,学历不限,经验不限,上海森亿医疗科技有限公司,轮,领导好|技能培训|岗位晋升|发展空间大 ,https://www.liepin.com/job/1917339435.shtml
2019年12月19日,招聘高级数据分析师,25,35,14,苏州,,,常熟,本科及以上,7年以上,波司登集团,服装纺织,绩效奖金|带薪年假|定期体检|年度旅游|节日礼物|免费班车|岗位晋升|五险一金|全勤奖,https://www.liepin.com/job/1924627921.shtml
2019年12月19日,招聘数据分析,10,15,20,上海,,,浦东新区,统招本科,2年以上,国内互联网知名企业,银行，互联网移动互联网电子商务，保险,,https://www.liepin.com/a/17696681.shtml
2019年12月19日,招聘数据分析师,20,,12,上海,,,佘山,大专及以上,经验不限,计算机软件,计算机软件,带薪年假|通讯津贴|定期体检|管理规范,https://www.liepin.com/job/1925359977.shtml
2019年12月19日,招聘BI数据分析工程师,20,23,12,上海,,,佘山,本科及以上,4年以上,计算机软件,计算机软件,带薪年假|通讯津贴|定期体检|管理规范,https://www.liepin.com/job/1925356927.shtml
