小区,地区,厅,面积,单位,方向,状态,层,build-year,形式,钱,单位,网址,推荐语
观景园 ,清河,3室1厅 ,160.49,平米, 南 北 , 其他 , 底层(共6层) , 2008年建 , 板楼,1120,万,https://bj.lianjia.com/ershoufang/101106384156.html,此房满五年处于小区的中间位置不临街不把边没有遮挡
后永康胡同2号院4号院 ,东直门,2室1厅 ,59.9,平米, 南 北 , 简装 , 底层(共6层) , 1990年建 , 板楼,630,万,https://bj.lianjia.com/ershoufang/101106384126.html,后永康胡同2号院4号院 2室1厅 630万
富河园 ,北关,4室2厅 ,184.25,平米, 南 北 , 其他 , 高楼层(共7层) , 1998年建 , 板楼,600,万,https://bj.lianjia.com/ershoufang/101106384076.html,通州北关富河园 正规四居室 南北通透户型
上线6号 ,常营,1房间1卫 ,52.82,平米, 北 , 精装 , 中楼层(共15层) , 2009年建 , 板塔结合,133,万,https://bj.lianjia.com/ershoufang/101106384048.html,上线6号 1房间1卫 133万
农展南里 ,农展馆,2室1厅 ,52.41,平米, 南 北 , 简装 , 中楼层(共5层) , 1978年建 , 板楼,358,万,https://bj.lianjia.com/ershoufang/101106384011.html,农展南里安静小区中楼层居民素质高
黄村西里 ,黄村中,2室1厅 ,46.09,平米, 南 北 , 其他 , 5层 , 1976年建 , 板楼,225,万,https://bj.lianjia.com/ershoufang/101106383887.html,黄村西里 2室1厅 225万
天通苑本四区 ,天通苑,2室1厅 ,74.29,平米, 南 北 , 简装 , 高楼层(共6层) , 2000年建 , 板楼,365,万,https://bj.lianjia.com/ershoufang/101106383872.html,本四区，板楼两居室，南北通透，商品房，不临街不把边
朝来绿色家园广华居 ,北苑,2室2厅 ,105.45,平米, 东 东南 南 , 简装 , 低楼层(共23层) , 2004年建 , 塔楼,530,万,https://bj.lianjia.com/ershoufang/101106383866.html,朝来绿色家园广华居 2室2厅 530万
华龙小区 ,潞苑,3室1厅 ,127.39,平米, 南 北 , 其他 , 底层(共6层) , 1998年建 , 板楼,435,万,https://bj.lianjia.com/ershoufang/101106383835.html,南北通透大3居+格局方正+采光通风条件好
中国铁建原香漫谷 ,城关,2室1厅 ,87.52,平米, 南 , 其他 , 高楼层(共19层) , 2015年建 , 板楼,230,万,https://bj.lianjia.com/ershoufang/101106383831.html,中国铁建原香漫谷 2室1厅 230万
世纪宝鼎 ,亚运村小营,3室2厅 ,197.05,平米, 南 , 精装 , 高楼层(共24层) , 1998年建 , 塔楼,1350,万,https://bj.lianjia.com/ershoufang/101106383763.html,全南大三居，4个大阳台，全天采光无遮挡，有钥匙
翠成馨园 ,垡头,2室2厅 ,71.74,平米, 东南 , 简装 , 低楼层(共28层) , 2011年建 , 塔楼,350,万,https://bj.lianjia.com/ershoufang/101106383742.html,全南向两居+采光充足+满五唯一+配合转商
新外大街31号院 ,新街口,2室1厅 ,85.51,平米, 南 北 , 简装 , 底层(共10层) , 1998年建 , 板楼,870,万,https://bj.lianjia.com/ershoufang/101106383737.html,积水潭地铁央产房南北两居年代新
鸿业兴园二区 ,玉泉营,1室1厅 ,67,平米, 南 , 其他 , 中楼层(共15层) , 2010年建 , 板塔结合,390,万,https://bj.lianjia.com/ershoufang/101106383733.html,商品房 精装修 中间楼层  一梯三户 10年房龄
翠成馨园 ,垡头,3室1厅 ,143.52,平米, 南 北 , 简装 , 中楼层(共16层) , 2005年建 , 板塔结合,645,万,https://bj.lianjia.com/ershoufang/101106383721.html,翠成馨园 3室1厅 645万
千禧家园 ,房山其它,2室1厅 ,97.92,平米, 南 北 , 精装 , 底层(共6层) , 2007年建 , 板楼,219,万,https://bj.lianjia.com/ershoufang/101106383690.html,房子满五年唯一  业主诚意出售 看房随时  带花园
城乡世纪广场莫尔空间 ,通州其它,3房间1卫 ,56.57,平米, 北 , 其他 , 中楼层(共13层) , 2015年建 , 塔楼,220,万,https://bj.lianjia.com/ershoufang/101106383676.html,城乡世纪广场莫尔空间 3房间1卫 220万
新里西斯莱公馆 ,高米店南,3室1厅 ,120.65,平米, 南 北 , 精装 , 低楼层(共18层) , 2010年建 , 板塔结合,660,万,https://bj.lianjia.com/ershoufang/101106383647.html,西斯莱公馆 户型好 精装三居 总价低 诚心出售
观音惠园 ,百子湾,2室1厅 ,106.35,平米, 南 北 , 其他 , 高楼层(共6层) , 2006年建 , 板楼,415,万,https://bj.lianjia.com/ershoufang/101106383622.html,满五唯一，南北通透，看房方便，价格能谈。
佳运园一期 ,立水桥,2室1厅 ,77.28,平米, 西 东 , 简装 , 底层(共6层) , 1998年建 , 板楼,350,万,https://bj.lianjia.com/ershoufang/101106383618.html,佳运园 两居室 东西向 满五唯一
金隅嘉和园 ,东关,2室1厅 ,74.58,平米, 南 北 , 精装 , 顶层(共21层) , 2010年建 , 板塔结合,300,万,https://bj.lianjia.com/ershoufang/101106383563.html,金隅嘉和园 2室1厅 300万
兴隆小区 ,南口,2室1厅 ,61.09,平米, 南 北 , 其他 , 中楼层(共6层) , 2010年建 , 暂无数据,180,万,https://bj.lianjia.com/ershoufang/101106383538.html,兴隆小区 2室1厅 180万
怡景园 ,朝阳门外,3室1厅 ,119.38,平米, 东北 , 精装 , 低楼层(共14层) , 1999年建 , 塔楼,865,万,https://bj.lianjia.com/ershoufang/101106383510.html,怡景园 3室1厅 865万
复地国际公寓 ,东大桥,2房间1卫 ,48.39,平米, 东 , 其他 , 中楼层(共23层) , 2008年建 , 板塔结合,240,万,https://bj.lianjia.com/ershoufang/101106383509.html,复地国际公寓 2房间1卫 240万
大方居 ,九棵树(家乐福),2室1厅 ,90.2,平米, 南 北 , 简装 , 低楼层(共15层) , 2008年建 , 板塔结合,360,万,https://bj.lianjia.com/ershoufang/101106383478.html,大方居   南北向  两居室   业主诚心出售
柳林馆 ,公主坟,2室1厅 ,63.4,平米, 南 , 简装 , 中楼层(共16层) , 1985年建 , 塔楼,590,万,https://bj.lianjia.com/ershoufang/101106383447.html,柳林馆小区 塔楼带电梯双南向 地铁公主坟站
百万庄中里 ,阜成门,2室1厅 ,62.6,平米, 南 北 , 简装 , 高楼层(共6层) , 1993年建 , 板楼,680,万,https://bj.lianjia.com/ershoufang/101106383366.html,百万庄中里 2室1厅 680万
知春东里 ,双榆树,2室1厅 ,38.8,平米, 南 , 其他 , 底层(共6层) , 1988年建 , 板楼,475,万,https://bj.lianjia.com/ershoufang/101106383357.html,区政府家属楼 南向 精装修 可当两居室使用 一层
朝阳公园西里北区 ,农展馆,2室1厅 ,59.33,平米, 南 北 , 其他 , 低楼层(共6层) , 1993年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106383355.html,近公园 临蓝港 中间层 南北通透 两居诚售
三里河东路 ,月坛,2室1厅 ,66.05,平米, 东 , 精装 , 中楼层(共6层) , 1994年建 , 板楼,798,万,https://bj.lianjia.com/ershoufang/101106383350.html,月坛 中古两室一厅 94年 诚售公房
翠成馨园 ,垡头,2室1厅 ,101.67,平米, 北 南 , 精装 , 底层(共14层) , 2006年建 , 板楼,510,万,https://bj.lianjia.com/ershoufang/101106383331.html,满五唯一+地铁7号线+南北通透+首套首付200万
双清路16号院 ,学院路,2室1厅 ,55.9,平米, 东 , 其他 , 低楼层(共6层) , 1992年建 , 板楼,430,万,https://bj.lianjia.com/ershoufang/101106383323.html,满五年公房税费少，精装修格局好楼层好，视野宽阔。
松榆里 ,潘家园,2室1厅 ,54.53,平米, 南 北 , 精装 , 顶层(共6层) , 1991年建 , 板楼,328,万,https://bj.lianjia.com/ershoufang/101106383318.html,松榆里新上两居室，南北通透无遮挡，精装修
嘉园二里 ,马家堡,1室1厅 ,45.23,平米, 东南 , 其他 , 高楼层(共18层) , 1998年建 , 塔楼,285,万,https://bj.lianjia.com/ershoufang/101106383299.html,马家堡 嘉园二里 东南正规一居室
gogo新世代 ,方庄,1室1厅 ,60.53,平米, 南 , 精装 , 中楼层(共23层) , 2005年建 , 塔楼,430,万,https://bj.lianjia.com/ershoufang/101106383254.html,gogo新世代 1室1厅 430万
龙熙顺景 ,天宫院南,2室1厅 ,112.95,平米, 西南 , 精装 , 底层(共12层) , 2006年建 , 板楼,260,万,https://bj.lianjia.com/ershoufang/101106383253.html,龙熙顺景 2室1厅 260万
美然百度城 ,玉桥,2室1厅 ,59.99,平米, 南 北 , 其他 , 顶层(共5层) , 2002年建 , 板楼,290,万,https://bj.lianjia.com/ershoufang/101106383238.html,美然百度城 2室1厅 290万
石园东苑 ,顺义城,2室1厅 ,72.83,平米, 南 北 , 其他 , 底层(共6层) , 2001年建 , 板楼,260,万,https://bj.lianjia.com/ershoufang/101106383236.html,石园东苑 2室1厅 260万
甜水园东里 ,甜水园,1室1厅 ,37.75,平米, 南 , 精装 , 顶层(共6层) , 1987年建 , 板楼,285,万,https://bj.lianjia.com/ershoufang/101106383141.html,精装南向一居室 小区正中间位置 看房随时
百环家园 ,双井,2室1厅 ,111.75,平米, 东 北 , 简装 , 中楼层(共27层) , 2005年建 , 塔楼,625,万,https://bj.lianjia.com/ershoufang/101106383097.html,双井 商品房 两居室 格局方正 视野采光好 诚意出售
静安里 ,国展,1室1厅 ,42.52,平米, 南 , 简装 , 底层(共6层) , 1995年建 , 板楼,282,万,https://bj.lianjia.com/ershoufang/101106383092.html,三环内 95年板楼一层 南向一居 无遮挡
安宁佳园 ,安宁庄,2室1厅 ,88.43,平米, 西南 , 精装 , 中楼层(共18层) , 2007年建 , 塔楼,630,万,https://bj.lianjia.com/ershoufang/101106383091.html,满五唯一商品房不临街安静 精装修两居室产权清晰
甜水园东里 ,甜水园,3室1厅 ,70.59,平米, 南 北 , 简装 , 高楼层(共6层) , 1987年建 , 板楼,430,万,https://bj.lianjia.com/ershoufang/101106383081.html,甜水园东里 南北向三居室 诚意出售
砂轮厂宿舍 ,清河,2室1厅 ,59.6,平米, 南 北 , 其他 , 地下室(共7层) , 1998年建 , 板楼,300,万,https://bj.lianjia.com/ershoufang/101106383065.html,南北通透，总价低，配套齐全，环境安静，诚心出售
龙湖时代天街 ,天宫院,3室2厅 ,129.79,平米, 南 北 , 其他 , 顶层(共26层) , 2014年建 , 板楼,598,万,https://bj.lianjia.com/ershoufang/101106383052.html,龙湖时代天街 3室2厅 598万
中铁花溪渡 ,马坡,3室1厅 ,113.06,平米, 南 北 , 其他 , 15层 , 2014年建 , 板楼,520,万,https://bj.lianjia.com/ershoufang/101106383008.html,花溪渡一层南花园 不临街 采光无遮挡 全明户型
橡树湾 ,清河,4室3厅 ,238.19,平米, 南 北 , 精装 , 顶层(共17层) , 2018年建 , 板楼,2430,万,https://bj.lianjia.com/ershoufang/101106382988.html,华润万象府 楼层高 景观好、采光好、位置安静
广安门外大街 ,广安门,2室1厅 ,65.94,平米, 东南 , 其他 , 中楼层(共18层) , 1994年建 , 塔楼,780,万,https://bj.lianjia.com/ershoufang/101106382905.html,广安门外大街 2室1厅 780万
安贞里 ,安贞,3室1厅 ,79.82,平米, 东 西 , 精装 , 高楼层(共14层) , 1989年建 , 板塔结合,575,万,https://bj.lianjia.com/ershoufang/101106382848.html,安贞里 3室1厅 575万
芍药居北里 ,芍药居,3室1厅 ,79.53,平米, 南 北 , 简装 , 低楼层(共12层) , 1997年建 , 板塔结合,669,万,https://bj.lianjia.com/ershoufang/101106382835.html,芍药居北里 3室1厅 669万
华贸城 ,北苑,2室1厅 ,53,平米, 西南 , 精装 , 低楼层(共17层) , 2012年建 , 板塔结合,485,万,https://bj.lianjia.com/ershoufang/101106382820.html,70年产权住宅loft 满五唯一 两居室
西罗园三区 ,西罗园,2室1厅 ,58.05,平米, 东南 , 简装 , 低楼层(共24层) , 1991年建 , 塔楼,320,万,https://bj.lianjia.com/ershoufang/101106382798.html,西罗园三区 三环内电梯二居采光好 不临街  随时签约
富力城A区 ,双井,1室0厅 ,59.7,平米, 北 东北 , 精装 , 中楼层(共28层) , 2004年建 , 板塔结合,620,万,https://bj.lianjia.com/ershoufang/101106382796.html,此房满二年，就有契税，高层视野好，看小区花园，安静
三里河一区3号院 ,月坛,3室1厅 ,98.5,平米, 东南 , 其他 , 中楼层(共18层) , 1999年建 , 塔楼,1650,万,https://bj.lianjia.com/ershoufang/101106382768.html,三里河一区3号院 3室1厅 1650万
北京城建琨廷 ,窦店,2室2厅 ,85.66,平米, 南 北 , 精装 , 低楼层(共15层) , 2015年建 , 板楼,205,万,https://bj.lianjia.com/ershoufang/101106382758.html,店长推荐优选房电梯洋房一梯两户小区中间位置无遮挡
逸成东苑 ,学院路,2室2厅 ,113.88,平米, 北 南 , 其他 , 低楼层(共15层) , 2005年建 , 板楼,950,万,https://bj.lianjia.com/ershoufang/101106382722.html,逸成东苑 南北通透双卫生间带明窗 业主靠谱随时能签
红联村3号院 ,新街口,3室1厅 ,53.93,平米, 南 西 北 , 其他 , 低楼层(共6层) , 1982年建 , 板楼,450,万,https://bj.lianjia.com/ershoufang/101106382716.html,西直门南北通透 中间层 采光好 满五年 户型好
天鑫家园 ,霍营,2室2厅 ,105.89,平米, 南 北 , 精装 , 底层(共5层) , 2002年建 , 板楼,460,万,https://bj.lianjia.com/ershoufang/101106382702.html,一层带院 商满五唯一 业主诚心卖 精装修 看房方便
领秀慧谷B区 ,回龙观,2室1厅 ,80.9,平米, 南 北 , 其他 , 中楼层(共11层) , 2011年建 , 板楼,405,万,https://bj.lianjia.com/ershoufang/101106382660.html,2011年电梯房小区，满5年唯一，高楼层两居，精装修
龙腾苑三区 ,回龙观,3室1厅 ,116.9,平米, 南 北 , 简装 , 中楼层(共6层) , 2002年建 , 板楼,535,万,https://bj.lianjia.com/ershoufang/101106382643.html,龙腾苑三区 3室1厅 535万
成府路20号院 ,五道口,3室1厅 ,95.08,平米, 南 北 , 简装 , 低楼层(共7层) , 2000年建 , 板楼,940,万,https://bj.lianjia.com/ershoufang/101106382642.html,地大院内，南北通透三居室，中间二层，满五唯一公房
炫特嘉园三期 ,石佛营,1室0厅 ,40.74,平米, 北 , 精装 , 低楼层(共18层) , 2006年建 , 板塔结合,252,万,https://bj.lianjia.com/ershoufang/101106382572.html,板楼开间  利用率高 安静 无遮挡 诚意出售
丽园A区 ,枣园,3室2厅 ,138.68,平米, 南 北 , 其他 , 中楼层(共7层) , 2003年建 , 板楼,690,万,https://bj.lianjia.com/ershoufang/101106382504.html,丽园A区 南北通透3居 视野宽阔 采光充足
碧水明珠 ,北关,1室1厅 ,69.15,平米, 西北 , 简装 , 高楼层(共23层) , 2004年建 , 塔楼,256,万,https://bj.lianjia.com/ershoufang/101106382465.html,碧水明珠 1室1厅 256万
北苑家园茉藜园 ,北苑,2室1厅 ,98.31,平米, 东南 , 精装 , 低楼层(共26层) , 2004年建 , 塔楼,499,万,https://bj.lianjia.com/ershoufang/101106382434.html,东南向两居室 满五年唯一 看房方便
凯盛家园 ,海淀北部新区,1室1厅 ,60.33,平米, 南 , 简装 , 中楼层(共15层) ,  , 板楼,299,万,https://bj.lianjia.com/ershoufang/101106382310.html,凯盛家园 1室1厅 299万
京科苑 ,东关,2室1厅 ,62.24,平米, 南 , 精装 , 中楼层(共6层) , 1994年建 , 板楼,265,万,https://bj.lianjia.com/ershoufang/101106382304.html,京科苑   精装修  满五年  中间楼层  南向两居
景馨园 ,马家堡,2室1厅 ,98.81,平米, 南 北 , 其他 , 底层(共6层) , 2004年建 , 板楼,550,万,https://bj.lianjia.com/ershoufang/101106382269.html,马家堡 景馨园 南北通透两居 2004年社区交通便利
金融街融汇 ,天宫院,1室1厅 ,54.91,平米, 南 , 其他 , 高楼层(共21层) , 2014年建 , 板楼,270,万,https://bj.lianjia.com/ershoufang/101106382261.html,金融街融汇纯南一居室，精装修 拎包入住
华严北里8号院 ,健翔桥,2室1厅 ,90.25,平米, 西南 北 , 其他 , 中楼层(共28层) , 1999年建 , 塔楼,760,万,https://bj.lianjia.com/ershoufang/101106382213.html,华严北里8号院 2室1厅 760万
小街之春 ,临河里,1室1厅 ,53.21,平米, 南 , 其他 , 中楼层(共6层) , 2005年建 , 暂无数据,268,万,https://bj.lianjia.com/ershoufang/101106382198.html,小街之春 1室1厅 268万
金地未未来 ,顺义其它,5房间2卫 ,58.4,平米, 南 北 , 精装 , 中楼层(共10层) , 2017年建 , 板塔结合,210,万,https://bj.lianjia.com/ershoufang/101106382163.html,上下二层，个人产权，要全款购买，50年产权
国际友谊花园 ,国展,1室1厅 ,82.71,平米, 北 , 精装 , 低楼层(共22层) , 1997年建 , 塔楼,588,万,https://bj.lianjia.com/ershoufang/101106382149.html,三环内 国谊花园 外销公寓 精装修拎包住 诚心出售
马家堡西里 ,马家堡,3室1厅 ,74.38,平米, 南 北 , 其他 , 顶层(共6层) , 1992年建 , 板楼,420,万,https://bj.lianjia.com/ershoufang/101106382127.html,马家堡 南北通透三居室 客厅有窗
西坝河南里 ,西坝河,2室1厅 ,66.55,平米, 南 , 简装 , 低楼层(共22层) , 1987年建 , 塔楼,435,万,https://bj.lianjia.com/ershoufang/101106382088.html,国展西坝河  双南2居室  大客厅  采光好
天鸿美域 ,青塔,3室1厅 ,138.06,平米, 南 北 , 精装 , 低楼层(共13层) , 2007年建 , 板楼,740,万,https://bj.lianjia.com/ershoufang/101106382079.html,本房是满五唯一商品房，南北通透三居室，格局方正
新桥家园 ,大峪,2室1厅 ,82.82,平米, 北 , 其他 , 高楼层(共24层) , 2003年建 , 塔楼,260,万,https://bj.lianjia.com/ershoufang/101106382077.html,大客厅，钢混结构，电梯房，采光好
华业东方玫瑰A区 ,临河里,2室1厅 ,93.11,平米, 南 , 其他 , 中楼层(共28层) , 2010年建 , 板塔结合,475,万,https://bj.lianjia.com/ershoufang/101106382050.html,华业东方玫瑰A区 2室1厅 475万
加州水郡四期 ,长阳,2室1厅 ,92.5,平米, 东北 , 简装 , 低楼层(共15层) , 2011年建 , 塔楼,265,万,https://bj.lianjia.com/ershoufang/101106382034.html,店长推荐 满五唯一 东北大两居 看房随时 诚心出售
绿色庄园 ,观音寺,2室2厅 ,104.2,平米, 南 , 其他 , 高楼层(共6层) , 2002年建 , 板楼,320,万,https://bj.lianjia.com/ershoufang/101106382013.html,绿色庄园 2室2厅 320万
金隅万科城二期 ,鼓楼大街,2室1厅 ,84.85,平米, 南 西 , 精装 , 低楼层(共28层) , 2012年建 , 板塔结合,370,万,https://bj.lianjia.com/ershoufang/101106381979.html,金隅万科城二期   电梯房  精装修自住  诚心出售
光大花园 ,万柳,1室1厅 ,78.79,平米, 南 , 简装 , 低楼层(共17层) , 2000年建 , 塔楼,830,万,https://bj.lianjia.com/ershoufang/101106381949.html,光大花园全南向 一居室 诚心出售
